"Gene"	"C_0_vs_1_pval"	"C_0_vs_1_logFC"	"C_0_vs_1_pct1"	"C_0_vs_1_pct2"	"C_0_vs_1_adjpval"
"Ly6c2"	0	-3.03336191877402	0.229	0.813	0
"Ly6c1"	0	-3.13445360113968	0.184	0.739	0
"Plac8"	0	-2.99526069236848	0.327	0.824	0
"C1qb"	0	2.92499742341655	0.706	0.212	0
"C1qa"	0	3.15929622158798	0.708	0.219	0
"Gbp4"	0	-2.24452145461413	0.307	0.779	0
"C1qc"	0	2.96487056936922	0.72	0.25	0
"Ms4a8a"	0	-3.13070221136947	0.1	0.566	0
"Il1b"	0	-2.58380436761551	0.395	0.819	0
"C3"	0	-1.93956081392671	0.182	0.59	0
"Ifitm6"	0	-2.55682791300105	0.254	0.658	0
"Glipr2"	0	-1.76273892710077	0.241	0.636	0
"Ly6i"	0	-3.45040861942598	0.066	0.449	0
"Thbs1"	0	-2.38374194374922	0.267	0.647	0
"Gm14548"	0	-2.02458308389468	0.222	0.598	0
"Plbd1"	0	-1.52322943071167	0.426	0.797	0
"Gbp2"	0	-1.94764771908144	0.408	0.771	0
"Ifi47"	0	-1.76105268595019	0.344	0.706	0
"Ifitm1"	0	-1.55250737610194	0.459	0.817	0
"Rgs10"	0	1.70560737590492	0.671	0.318	0
"Emb"	0	-1.41602830621489	0.459	0.81	0
"Hp"	0	-3.93881559503526	0.044	0.378	0
"Samhd1"	0	-1.75469516907913	0.569	0.9	0
"Pmp22"	0	4.02335707860756	0.368	0.041	0
"Nfil3"	0	-1.39637803470744	0.468	0.794	0
"Tap1"	0	-1.2723329544968	0.494	0.808	0
"Sell"	0	-3.99718956863976	0.026	0.339	0
"H2-Eb1"	0	-1.66618858122001	0.587	0.888	0
"Irf1"	0	-1.3999081564402	0.513	0.814	0
"Stat1"	0	-1.26699622213652	0.561	0.847	0
"H2-Aa"	0	-1.67496741283561	0.673	0.921	0
"Rpl12"	0	1.35360891611701	0.938	0.691	0
"Clec4n"	0	-1.41654833962619	0.637	0.882	0
"Ly6a"	0	-1.37691294285885	0.66	0.903	0
"AW112010"	0	-1.50701296462952	0.689	0.918	0
"Gatm"	0	2.07295356040939	0.722	0.506	0
"H2-Ab1"	0	-1.5006901191052	0.734	0.93	0
"Rpl13a"	0	0.938125575160433	0.973	0.85	0
"Rpl10a"	0	1.02946982888238	0.978	0.864	0
"Gm10260"	0	0.982242437060455	0.971	0.858	0
"S100a11"	0	-1.57982328024883	0.893	0.985	0
"Junb"	0	-1.12328963989177	0.886	0.977	0
"Cd74"	0	-1.39144311641148	0.883	0.972	0
"Rpl36a"	0	0.967817008009467	0.983	0.897	0
"Ctsc"	0	-0.893850575819338	0.914	0.994	0
"Ly6e"	0	-0.902986844035146	0.905	0.984	0
"Rpl14"	0	1.02505480362481	0.985	0.906	0
"Rpl3"	0	1.01862493565845	0.993	0.93	0
"Ifitm2"	0	-1.00373472765134	0.921	0.982	0
"Rps21"	0	0.807292478828767	0.994	0.949	0
"Rps23"	0	0.790121512483829	0.988	0.944	0
"Rpl17"	0	0.824284574523679	0.994	0.954	0
"Rps12"	0	0.954014526683657	0.995	0.961	0
"Rpl36"	0	0.804340278833603	0.992	0.96	0
"Rpl22"	0	0.691876261742629	0.995	0.964	0
"Rps19"	0	0.951795147164772	0.996	0.965	0
"Rpl26"	0	0.753700029497026	0.996	0.968	0
"Cebpb"	0	-0.782864171663141	0.97	0.995	0
"Rpl10"	0	0.768242679763155	0.996	0.972	0
"Rps15a"	0	0.788653718058249	0.996	0.977	0
"Rpl21"	0	0.780009377403197	0.999	0.981	0
"Rps11"	0	0.753936824173204	0.997	0.979	0
"Rpl35"	0	0.873059623234651	0.998	0.981	0
"Rpl39"	0	0.819299985610101	0.999	0.984	0
"Rpl28"	0	0.77456266857845	0.998	0.984	0
"Rplp1"	0	0.8934602833975	0.999	0.986	0
"Rps5"	0	0.863518033229528	0.998	0.987	0
"Rpl30"	0	0.68870167966136	0.999	0.989	0
"Rps26"	0	0.762045263954804	0.999	0.991	0
"Rpl11"	0	0.637658886177878	0.999	0.992	0
"Rpl32"	0	0.988957238193037	0.999	0.992	0
"Rpl27a"	0	0.729810696097319	0.999	0.994	0
"Rps8"	0	0.78639033855382	1	0.997	0
"Rpl13"	0	0.702889463863808	1	0.998	0
"Rpl19"	0	0.590200210160019	1	0.998	0
"Rpl23"	0	0.752571670125881	1	0.998	0
"Rps2"	0	0.709196819235582	1	0.998	0
"H2-D1"	0	-0.598205105283476	0.999	1	0
"Rps20"	0	0.682632799665938	0.999	0.999	0
"Rps24"	0	0.701886250163146	1	1	0
"Tmsb10"	0	-1.24065985892271	0.999	0.999	0
"Rpl35a"	4.44659081257122e-323	0.664002243108942	0.998	0.985	5.59558987853962e-319
"Timp2"	6.42285339593621e-323	2.43892184555942	0.522	0.173	8.08251871344612e-319
"Rpl41"	9.29337479827385e-321	0.589961371912707	1	1	1.16947828461478e-316
"Fgl2"	2.29197053105754e-320	-1.82972928565969	0.291	0.651	2.88421571628281e-316
"Rpl29"	4.16991405090012e-320	0.623209262072668	0.997	0.992	5.24741984165271e-316
"Mif"	1.11968121054418e-318	0.973577195779559	0.981	0.829	1.4090068353488e-314
"Rplp2"	2.56989727881262e-318	0.637620781996345	0.998	0.979	3.2339587356578e-314
"Rpl37a"	6.08433443737516e-318	0.752358919266379	0.997	0.98	7.6565264559929e-314
"Ifitm3"	9.13127185987333e-318	-0.690029664649212	0.978	0.996	1.14907925084646e-313
"Rps14"	1.15514721886525e-317	0.621513766535997	0.998	0.987	1.45363726022003e-313
"Mcemp1"	3.09730395416184e-314	-1.95648237958051	0.172	0.543	3.89764729591726e-310
"Rps3"	2.00278394389475e-312	0.607098693961364	0.999	0.993	2.52030331499715e-308
"Rpl18a"	1.90309185202456e-308	0.622403896419999	0.999	0.992	2.39485078658771e-304
"Rpl6"	5.26503757814514e-308	0.668392397898763	0.998	0.988	6.62552328833785e-304
"Zfp36"	1.26337526175626e-306	-1.08936983901019	0.849	0.957	1.58983142939408e-302
"Ms4a4c"	1.48171786074782e-306	-1.61567512522414	0.326	0.687	1.86459375596506e-302
"Rps4x"	1.50543613150688e-306	0.702639888263	0.998	0.991	1.89444082788825e-302
"Pmepa1"	1.44341622301517e-305	2.63263045186652	0.441	0.107	1.81639497504228e-301
"Trem2"	2.74691301220074e-304	1.05123254583772	0.886	0.632	3.45671533455341e-300
"Serpinb6a"	1.84195993933224e-302	2.46255788508568	0.482	0.147	2.3179223876557e-298
"Rps27a"	3.48982335649325e-298	0.600534975971863	1	0.997	4.39159371181111e-294
"Rps7"	5.2360841995468e-298	0.676502514514856	0.998	0.978	6.5890883567097e-294
"Rps13"	3.93485602429743e-297	0.668211734749533	0.997	0.984	4.95162282097589e-293
"Prtn3"	9.29221401243385e-297	-3.17531311743723	0.059	0.356	1.16933221132468e-292
"Upp1"	3.85007569781199e-296	-1.81390608805956	0.308	0.641	4.84493525812661e-292
"Rpl37"	9.47203893663888e-295	0.646650736097369	1	0.994	1.19196137978664e-290
"Fcgr4"	4.30522604554867e-294	-1.12296449483922	0.546	0.841	5.41769645571844e-290
"Rpl31"	8.90616979205897e-289	0.886713770857429	0.932	0.76	1.1207524066327e-284
"Gbp7"	8.77555582233e-288	-1.84471917004226	0.204	0.554	1.10431594468201e-283
"Rps6"	1.17053874037144e-285	0.945766795298475	0.933	0.778	1.47300595088342e-281
"Rpl9"	4.94519682426172e-285	0.556986335875262	1	0.999	6.22303568365094e-281
"Cfb"	5.15195551430957e-283	-2.23964472219706	0.182	0.525	6.48322081920717e-279
"Zyx"	1.70964403297554e-280	-1.32631601855024	0.57	0.806	2.15141605109642e-276
"Rps3a1"	2.03272685980716e-279	0.564206975302762	1	0.995	2.55798348038133e-275
"Eef1b2"	3.32192812011365e-279	0.794827873255499	0.964	0.852	4.18031434635101e-275
"Rpl4"	4.10146465281671e-276	0.869573238113138	0.941	0.775	5.16128311910454e-272
"Gm36161"	1.76794671473818e-275	-1.64622066388841	0.245	0.599	2.22478414582653e-271
"Bst1"	1.16911970652303e-274	-1.33358290028636	0.438	0.744	1.47122023868858e-270
"Selenom"	5.62533526814762e-274	-1.51741609903413	0.581	0.789	7.07892190143697e-270
"Atp5g2"	5.86688467736702e-274	0.708150056569272	0.979	0.903	7.38288767799866e-270
"Rpl24"	2.70479786306691e-272	0.580903814008521	0.999	0.995	3.4037176308834e-268
"Vcan"	2.70531894692232e-271	-3.65561198713882	0.03	0.284	3.40437336280704e-267
"Pira2"	4.94141950087971e-271	-1.54829015583059	0.302	0.636	6.21828229990703e-267
"Ppia"	9.12851891143806e-268	0.564870698223843	0.999	0.997	1.14873281981537e-263
"Glrx"	5.35506050925038e-267	-0.971077742546753	0.78	0.934	6.73880814484068e-263
"Gbp2b"	8.66709312294227e-267	-1.87406184686249	0.229	0.556	1.09066699859106e-262
"Eef1a1"	1.81212643477258e-266	0.703688318186876	0.998	0.995	2.28037990551782e-262
"Fpr1"	1.00668188533404e-264	-2.32961425004052	0.101	0.412	1.26680848450435e-260
"Cd72"	2.04041778806667e-264	2.44056893477894	0.424	0.111	2.5676617445031e-260
"Slfn1"	1.9188713705542e-261	-1.66798180825489	0.235	0.576	2.4147077327054e-257
"Rpl7a"	2.05753861222831e-261	0.600552150109542	0.998	0.985	2.58920658962811e-257
"Clec4e"	1.81906833608266e-260	-1.44837796563656	0.383	0.707	2.28911559412642e-256
"Igtp"	1.9360782760652e-260	-1.49891681289203	0.299	0.638	2.43636090260045e-256
"Rps16"	2.78565818566909e-259	0.520849873659822	0.999	0.998	3.50547226084598e-255
"Rpl8"	4.25556736754793e-258	0.579357789105163	0.999	0.988	5.35520597532231e-254
"Ms4a7"	5.68052273046655e-258	1.44984304873241	0.778	0.487	7.14836980401911e-254
"Gbp8"	1.01611387300214e-256	-2.25487489335586	0.091	0.394	1.27867769778589e-252
"Ier3"	1.10269641954503e-255	-1.1913484053015	0.718	0.909	1.38763317435547e-251
"Rpl5"	3.62408956761051e-255	0.953889966183908	0.87	0.651	4.56055431188106e-251
"Tgtp1"	1.67519347985233e-254	-3.24319335830355	0.032	0.28	2.10806347504618e-250
"Rps10"	3.8533952367981e-254	0.519702054391634	1	0.997	4.84911256598673e-250
"Tnfrsf1a"	9.99156234396156e-254	-1.0494581157994	0.604	0.822	1.25733820536412e-249
"Rpsa"	4.09517791912741e-253	0.6241214630795	0.998	0.995	5.15337189342993e-249
"Ccl6"	1.7568457120237e-252	-1.28713899599331	0.691	0.892	2.21081464401063e-248
"Rps28"	1.20152379456884e-251	0.7497468588373	0.992	0.952	1.51199754308542e-247
"Tap2"	1.29416666161853e-251	-1.30738823146313	0.36	0.681	1.62857932698076e-247
"Ifi205"	6.84414104975306e-251	-3.38577721774679	0.033	0.278	8.61266709700926e-247
"Rpl34"	4.69543089802362e-250	0.538910461694775	0.999	0.995	5.90873024207293e-246
"Socs3"	1.4562971201931e-246	-1.05198357524294	0.698	0.889	1.83260429605099e-242
"Fcgr1"	1.18206553708783e-243	-1.00072832568319	0.701	0.864	1.48751127187133e-239
"Slpi"	1.01648396312516e-242	-2.79097766347894	0.198	0.493	1.27914341919671e-238
"H2-DMb2"	3.77900258276627e-242	-1.13571162893824	0.501	0.777	4.75549685015307e-238
"Lst1"	5.28516162509465e-242	-1.0040369144861	0.62	0.857	6.65084738901911e-238
"S100a10"	2.26130469827118e-241	-0.853868527203072	0.934	0.973	2.84562583230445e-237
"Naca"	4.2015036183238e-241	0.697772387838673	0.975	0.894	5.28717215329867e-237
"Socs1"	1.61087315202274e-240	-1.6203580530299	0.272	0.6	2.02712277450541e-236
"Rack1"	4.70431171604668e-237	0.781841361562931	0.944	0.812	5.91990586347314e-233
"Rps15"	1.1039278644381e-236	0.87538721122952	0.893	0.708	1.3891828246089e-232
"Iigp1"	7.3153113920109e-236	-1.41032537004132	0.29	0.62	9.20558785570652e-232
"Cxcl16"	8.85810143389273e-236	0.794446811236475	0.895	0.62	1.11470348444106e-231
"Spp1"	2.22868187910974e-235	2.53905210293006	0.699	0.45	2.80457327667169e-231
"Rpl7"	3.51288310675732e-235	0.629438967217271	0.988	0.944	4.42061210154342e-231
"H2-K1"	3.11378117268984e-234	-0.49445304946418	0.998	1	3.9183822277129e-230
"Ptpn1"	1.22516198899823e-232	-1.33697429149084	0.432	0.688	1.54174384695538e-228
"Fau"	1.09065344879146e-231	0.502501528752911	1	1	1.37247829995917e-227
"Fbxl5"	3.58194504832141e-230	-1.28347818265117	0.357	0.668	4.50751964880767e-226
"Grina"	1.28202470673039e-229	-1.04350223043899	0.842	0.947	1.61329989094953e-225
"Irf7"	1.8613886862166e-229	-0.915186965717251	0.587	0.865	2.34237152273498e-225
"Nfkbia"	1.44571456625722e-228	-1.17481223603504	0.742	0.899	1.81928721017808e-224
"Napsa"	4.20743419686691e-228	-1.50079387808672	0.257	0.576	5.29463519333732e-224
"Myd88"	8.71594810080568e-228	-1.59983636263883	0.233	0.54	1.09681490900539e-223
"Cd63"	2.22993728978712e-227	1.07474596361832	0.815	0.557	2.80615308546811e-223
"Fos"	5.29058261765207e-227	-0.846017880285072	0.866	0.96	6.65766916605336e-223
"Tgtp2"	2.55714258092072e-225	-1.60224721797639	0.222	0.539	3.21790822383063e-221
"Myl12b"	8.07888913572591e-225	-0.668172197418684	0.862	0.964	1.01664740883975e-220
"Calm1"	1.94330702617387e-223	-0.594074404120353	0.978	0.996	2.4454575617372e-219
"Psmb8"	1.09572653927342e-221	-0.655362273661228	0.932	0.971	1.37886227702168e-217
"H2-DMb1"	3.53076997375112e-221	-1.37528343439551	0.251	0.577	4.4431209349684e-217
"Lyn"	6.79624413735654e-221	-0.948984213056437	0.626	0.847	8.55239362244947e-217
"Rpl38"	1.04576449151969e-220	0.676164201049066	0.992	0.96	1.31599003612838e-216
"Gstp1"	1.59150719544238e-220	-1.34444781949142	0.385	0.671	2.0027526547447e-216
"Ccr1"	3.4882824088851e-220	-0.949734523738526	0.595	0.834	4.38965458334101e-216
"Rpl15"	4.66801646802082e-218	0.55890996323797	0.996	0.98	5.8742319233574e-214
"Ccr2"	2.49579422019085e-217	-1.11635078186816	0.386	0.706	3.14070744668817e-213
"Rps25"	4.44263220978558e-217	0.764073064363331	0.929	0.772	5.59060837279418e-213
"Cx3cr1"	1.0875859261136e-216	3.28692215405112	0.265	0.037	1.36861812942136e-212
"Calhm6"	1.67072259724971e-216	-2.107278067816	0.133	0.416	2.10243731637903e-212
"Jaml"	3.26656752024108e-215	-1.33073594407301	0.286	0.603	4.11064856747137e-211
"Npm1"	4.21583260064929e-215	0.891580352960575	0.872	0.689	5.30520374465706e-211
"Pde4b"	8.96442824216661e-213	-1.24377981185901	0.427	0.695	1.12808364999425e-208
"Psme2"	2.0779381291546e-212	-0.772881775704352	0.829	0.924	2.61487734172815e-208
"Wfdc17"	4.32067556555537e-212	-0.83922673958728	0.544	0.818	5.43713813169487e-208
"Gpr141"	5.80824223198378e-212	-2.002381409322	0.116	0.394	7.30909202472839e-208
"Ms4a4a"	3.80339367305039e-211	-0.966880441620602	0.533	0.81	4.78619059816661e-207
"Gm21188"	9.5559614531356e-210	-1.33707402617111	0.277	0.591	1.20252218926258e-205
"Rpl27"	1.37906004630812e-209	0.497462187709026	0.995	0.977	1.73540916227414e-205
"Arg1"	1.37072232608078e-208	0.765966660846749	0.782	0.466	1.72491697514006e-204
"Cd38"	7.29018760966117e-208	-1.79331635962748	0.184	0.476	9.17397208799762e-204
"Ch25h"	8.39385023697964e-208	2.89524964289678	0.317	0.072	1.05628211382152e-203
"Fpr2"	9.79835331280895e-208	-1.87518939286822	0.138	0.418	1.23302478088388e-203
"Tarm1"	7.02319710478097e-207	-1.78467709996277	0.151	0.438	8.83799123665637e-203
"Pim1"	7.9251481221539e-207	-0.914992641052979	0.659	0.855	9.97300639691847e-203
"Syngr1"	2.06886039174773e-206	2.15461043220215	0.38	0.112	2.60345391697534e-202
"Mndal"	4.08473467897531e-206	-1.33038119450932	0.344	0.629	5.14023012002253e-202
"Ifngr1"	1.37159660489544e-205	-1.19106958277565	0.461	0.703	1.72601716760042e-201
"Ltb4r1"	2.0409958246628e-205	-1.28043091486972	0.353	0.649	2.56838914575567e-201
"Cd47"	1.115063828425e-204	-0.893203583146566	0.607	0.819	1.40319632169002e-200
"F10"	6.08671902311135e-204	-1.41148689872489	0.22	0.531	7.65952721868332e-200
"Aldoa"	7.96291192540215e-201	0.670244535315799	0.997	0.979	1.00205283669261e-196
"Cd81"	5.79310476520704e-200	1.15989594879768	0.67	0.364	7.29004303653654e-196
"Rps17"	7.92035065895064e-200	0.802768263567145	0.886	0.738	9.96696926922349e-196
"Pdgfa"	1.25600227814604e-199	2.77586229831071	0.272	0.046	1.58055326681898e-195
"Rpl18"	1.4818063935675e-199	0.464403546268902	0.999	0.993	1.86470516566534e-195
"Itga1"	7.18196150096216e-199	-2.88318218362175	0.036	0.248	9.03778035281079e-195
"Fam20c"	1.36000455408085e-197	2.06919241506165	0.4	0.132	1.71142973085534e-193
"Rnase6"	2.33900458571175e-197	-2.39981862845671	0.063	0.299	2.94340337065967e-193
"Adgre5"	6.65565467313192e-197	-1.6441737959683	0.197	0.484	8.37547584066921e-193
"Rpl22l1"	8.73456079506641e-197	1.00236545817387	0.791	0.599	1.09915713045116e-192
"Hif1a"	1.77010430275082e-196	-1.11560439470445	0.406	0.69	2.22749925458163e-192
"Dusp1"	1.30521162697965e-195	-0.896096680301012	0.8	0.931	1.64247831139119e-191
"Ifi27l2a"	2.391520259823e-195	-1.0248465470444	0.729	0.866	3.00948909496126e-191
"Mmp8"	8.40703640107528e-194	-3.00847538791556	0.045	0.26	1.05794146071131e-189
"C1rl"	6.65309530807252e-193	-2.64989708102597	0.05	0.269	8.37225513567846e-189
"Ms4a6c"	2.70674628288528e-192	-0.80037457536403	0.777	0.913	3.40616952238284e-188
"Trafd1"	9.38515560217201e-191	-1.09850423901762	0.39	0.672	1.18102798097733e-186
"Itgb7"	2.33477778303971e-190	-1.065185793216	0.421	0.704	2.93808436217718e-186
"Pirb"	5.69194172490665e-190	-1.26954212523574	0.333	0.607	7.16273946662253e-186
"Rps29"	6.07970607694547e-190	0.653522112631041	0.997	0.989	7.65070212722817e-186
"Tmbim6"	1.73653100400128e-188	-0.555474412525596	0.935	0.982	2.18525061543521e-184
"Ckb"	2.57641336414753e-188	1.51102742940893	0.588	0.331	3.24215857744326e-184
"S100a8"	1.63813833487074e-186	-2.31558900960728	0.339	0.585	2.06143328060134e-182
"Isg15"	1.05546728057428e-185	-0.968198495174568	0.407	0.705	1.32820002587468e-181
"Eef2"	6.01485842645378e-185	0.573180776075884	0.991	0.973	7.56909784384944e-181
"Irf2"	1.65027941005538e-184	-1.16196960936609	0.339	0.622	2.07671160961369e-180
"Cd300a"	1.7219184341198e-182	-1.54421615837785	0.204	0.477	2.16686215749636e-178
"Gbp6"	6.90559367525244e-180	-1.71032747143936	0.14	0.404	8.68999908093766e-176
"Cytip"	1.35330706410444e-179	-1.77141877921116	0.176	0.436	1.70300160946903e-175
"Csf2rb"	1.97241361163673e-179	-1.10946129882858	0.397	0.669	2.48208528888366e-175
"Mgst1"	6.47515655730034e-179	-1.31202464701077	0.338	0.603	8.14833701170675e-175
"Lat2"	1.75189601918214e-178	0.989446220669802	0.721	0.489	2.20458595053881e-174
"Plaur"	4.98538446002409e-177	-0.896797662626585	0.737	0.892	6.27360780449432e-173
"Plau"	2.1836438276424e-176	2.29404407123855	0.4	0.165	2.7478973927052e-172
"Slc27a1"	5.35719622088708e-175	1.92163673616517	0.357	0.112	6.74149572436431e-171
"Tgfbi"	4.44083330352901e-174	-0.810376962477298	0.832	0.945	5.58834462916091e-170
"Clec4a1"	1.49214071131507e-173	-1.1589450890761	0.312	0.596	1.87770987111888e-169
"Cers6"	4.47552831952732e-173	-1.68402628222705	0.152	0.407	5.63200483729318e-169
"Tspan13"	6.84559182938689e-172	-1.64629757968048	0.167	0.427	8.61449275810047e-168
"Pkp3"	7.05866470131538e-172	-2.69053710567935	0.041	0.237	8.88262366013527e-168
"Pla2g7"	3.96055712759582e-171	-0.772272889329215	0.761	0.914	4.98396508936658e-167
"Ms4a6d"	4.00310846601392e-171	-0.618139115225232	0.891	0.973	5.03751169363192e-167
"Gbp3"	7.32918015155804e-171	-1.51069350220916	0.187	0.451	9.22304030272064e-167
"Tnfaip2"	1.96782165047087e-170	-1.25715082656552	0.276	0.558	2.47630676495254e-166
"Ccl9"	7.41696153218458e-170	-1.00360482360477	0.68	0.838	9.33350439210108e-166
"Psmb9"	1.37511555728843e-169	-0.675672280302646	0.756	0.903	1.73044541729176e-165
"Irgm1"	1.35794691233074e-167	-1.13212224129854	0.309	0.592	1.708840394477e-163
"Hopx"	1.99735905619547e-167	-1.20877786482264	0.259	0.541	2.51347663631638e-163
"Sod2"	3.12096583669917e-167	-1.49807184634177	0.439	0.63	3.92742340890223e-163
"Uba52"	6.74611460582512e-166	0.774495306534134	0.849	0.66	8.48931061997034e-162
"Tax1bp1"	2.37070273983438e-163	-1.07366961825786	0.412	0.65	2.98329232780759e-159
"Cd24a"	4.19613871421876e-163	-1.26675514371573	0.128	0.373	5.28042095797289e-159
"Ifi209"	3.00425815831037e-162	-1.99159888498353	0.086	0.309	3.78055846641777e-158
"Ccnd1"	6.0257004913609e-162	1.77112185165873	0.4	0.158	7.58274149832855e-158
"Rps27"	2.89037453788216e-161	0.574994860412166	0.991	0.957	3.63724731847092e-157
"Bhlhe41"	6.52233847212228e-161	4.07122956692694	0.164	0.012	8.20771073331867e-157
"H2-DMa"	6.93564590220667e-161	-0.701996994010614	0.756	0.876	8.72781680333687e-157
"Gbp9"	1.02304649175099e-160	-1.96986849984952	0.089	0.312	1.28740170521945e-156
"Malat1"	4.0997165461702e-160	-0.361795776074321	0.967	0.996	5.15908330170058e-156
"Rassf4"	8.20479031801943e-160	-1.15424482611904	0.337	0.589	1.03249081361957e-155
"Clec4a3"	5.24213678045809e-159	-1.39244415576536	0.234	0.491	6.59670492452846e-155
"Tapbp"	7.45660481117416e-158	-0.814216947625876	0.593	0.791	9.38339149438156e-154
"Btg1"	1.39356532703726e-157	-0.619837288587658	0.896	0.966	1.75366260754369e-153
"Coro1b"	2.70664075065813e-157	-0.675372202437209	0.715	0.866	3.40603672062819e-153
"H2-T22"	3.38117260351153e-156	-0.780911185943911	0.612	0.818	4.25486760425891e-152
"Cxcl14"	3.66040462641446e-156	1.65884815009373	0.434	0.192	4.60625318187996e-152
"Cxcl2"	7.25701419212236e-155	-1.44422722324789	0.602	0.745	9.13222665936678e-151
"Txn1"	3.82161633425728e-154	-0.585478418129155	0.932	0.961	4.80912199502936e-150
"Dmkn"	7.28337523798239e-154	-3.66281368144368	0.015	0.165	9.16539939947704e-150
"Nrros"	4.68936208321602e-152	-0.941625045934177	0.519	0.729	5.90109324551903e-148
"Gbp5"	5.57605158524489e-152	-2.01444725806359	0.085	0.299	7.01690331487217e-148
"Btg2"	2.19109618432237e-150	-1.23878919237817	0.316	0.568	2.75727543835127e-146
"Rara"	1.53168666217612e-149	-1.30596533071395	0.209	0.466	1.92747449568243e-145
"Zbp1"	1.70669569027643e-148	-0.958357622046685	0.458	0.695	2.14770585664386e-144
"Il1r2"	7.54972962280257e-148	-3.0779043294282	0.021	0.175	9.50057975733476e-144
"Pycard"	8.37177341332145e-147	-0.969107256255855	0.472	0.68	1.05350396633237e-142
"Cdkn1a"	4.24017754565229e-146	-0.793540414294441	0.651	0.836	5.33583942344885e-142
"Lilra6"	8.87992856701217e-146	-1.93885703578999	0.089	0.297	1.11745021087281e-141
"Svil"	1.36842492681709e-145	-1.35437951211986	0.197	0.444	1.72202592790663e-141
"Ptgs2"	5.01447241340783e-145	-1.89116059740831	0.116	0.338	6.31021208503242e-141
"Stab1"	4.4607319571314e-144	1.57816699079567	0.419	0.186	5.61338509485415e-140
"Capza2"	6.8719623412731e-144	-0.692682113605205	0.703	0.846	8.64767741025807e-140
"Il13ra1"	1.29014714780259e-143	-1.34750568642781	0.209	0.449	1.62352117079478e-139
"Gbp10"	2.13134424252625e-143	-2.12794082544015	0.065	0.259	2.68208359479503e-139
"Slc11a1"	1.62035752911323e-142	-0.876863318001927	0.487	0.712	2.03905791463609e-138
"Rtp4"	9.190694874464e-142	-1.1280888051638	0.293	0.55	1.15655704300255e-137
"Il2rg"	1.66221945463789e-141	-0.898174306176821	0.481	0.708	2.09173696171632e-137
"Tnfsf12"	5.14909708589416e-141	1.69462623001239	0.351	0.131	6.47962377288921e-137
"Tpi1"	1.03835070716411e-140	0.615027253953275	0.974	0.892	1.30666052989531e-136
"Plcb1"	1.35277810432886e-140	-2.37597080665898	0.046	0.222	1.70233596648743e-136
"Nr4a1"	2.81022143166619e-140	-1.21779249401242	0.373	0.61	3.53638264960873e-136
"Ifi202b"	2.46303708348601e-139	-1.08039260757855	0.309	0.561	3.09948586585879e-135
"Htr7"	9.0019916780557e-139	-2.94733917862405	0.023	0.173	1.13281063276653e-134
"Col14a1"	4.02910158080398e-138	4.76238053405908	0.126	0.005	5.07022142928372e-134
"Smox"	9.83100070835486e-138	-1.03426558379153	0.527	0.7	1.23713312913938e-133
"Sema4a"	1.44080803366113e-137	-1.30095329874012	0.196	0.435	1.81311282955916e-133
"Cnn3"	9.29820137693872e-137	-1.49633899674846	0.153	0.383	1.17008566127397e-132
"Parp10"	3.56474146657319e-136	-1.53752673751858	0.131	0.354	4.48587066153571e-132
"Irf5"	4.01909871663534e-136	-0.729209275818679	0.629	0.804	5.05763382501391e-132
"Ntpcr"	5.09560160929109e-136	1.34105933829958	0.46	0.287	6.41230506513191e-132
"Mmp19"	1.46550026932719e-135	-1.71220199239308	0.15	0.363	1.84418553892134e-131
"Hmgn1"	6.30922138180996e-135	1.45166258065843	0.413	0.186	7.93952418686966e-131
"Hexb"	1.08024148105848e-133	1.104018483523	0.625	0.455	1.35937587976399e-129
"Nrg1"	1.49103924672771e-133	-3.39670766442154	0.014	0.147	1.87632378808215e-129
"Atp1a1"	8.82028983000176e-133	-0.819741272139221	0.543	0.732	1.10994527220742e-128
"Atox1"	9.56443456084414e-133	-0.457254761529078	0.958	0.984	1.20358844513663e-128
"Gapdh"	1.89874562433186e-132	0.485820558108732	0.999	0.996	2.38938149365922e-128
"Gm5150"	3.87315140036145e-132	-1.06044131922897	0.363	0.601	4.87397372221485e-128
"Rpl36al"	4.48858221579957e-132	0.452309439555239	0.978	0.916	5.64843186036218e-128
"Csrnp1"	1.98329503027312e-131	-1.12808810913311	0.298	0.538	2.49577846609569e-127
"Rhoc"	4.78427647990518e-131	1.4124639630826	0.451	0.246	6.02053352231268e-127
"AB124611"	1.47413795333566e-130	-0.892297368521808	0.446	0.669	1.8550552004776e-126
"Actr3"	2.03607063829309e-130	-0.551390781641716	0.88	0.935	2.56219129122803e-126
"Slc9a3r1"	2.53554688256877e-130	-0.898529761047174	0.437	0.657	3.19073219702454e-126
"H2-Q4"	2.87861224394542e-130	-0.601687064055092	0.773	0.903	3.62244564778092e-126
"Ldha"	4.81234486706835e-130	0.559451523939057	0.986	0.953	6.05585478071881e-126
"Bcl3"	9.01943056119864e-130	-1.34900797621767	0.201	0.428	1.13500514182124e-125
"Sash1"	2.88354287973817e-129	1.69193361837899	0.314	0.108	3.62865035986252e-125
"Sub1"	3.21085791986563e-129	-0.805660675647019	0.588	0.744	4.04054360635891e-125
"Tspo"	3.58718903034086e-129	-0.399721951551871	0.977	0.991	4.51411867578094e-125
"Prdx6"	6.68657677881916e-129	-0.742685374292598	0.673	0.839	8.41438821846603e-125
"Cadm1"	8.48713108607644e-129	2.4480592467712	0.2	0.038	1.06802057587186e-124
